Planet Name,Host Name,Number of Stars,Number of Moons,Discovery Method,Discovery Year,Discovery Facility,Orbital Period,Orbital Period (Upper),Orbital Period (Lower),Orbital Semi- Major Axis,Earth Radius,Earth Radius (Upper),Earth Radius (Lower),Jupiter Radius,Earth Mass,Earth Mass (Upper),Earth Mass (Lower),Spectral Type,Stellar Radius,Stellar Mass,Stellar Mass (Upper),Stellar Mass (Lower),Stellar Age,Relative Distance,Relative Distance (Upper),Relative Distance (Lower),Number of Emission Spectroscopy Measurements
WASP-66 b,WASP-66,1,0,Transit,2012,SuperWASP,4.08605,0.000007,-0.000007,0.0546,15.693,3.139,-3.139,1.4,746.9005,311.4734,-311.4734,,1.76,1.33,0.83,-0.83,3.7,500.258,13.509,-12.828,0
WASP-67 b,WASP-67,1,0,Transit,2012,SuperWASP,4.61442,0.00001,-0.00001,0.05179,12.89,1.233,-1.233,1.15,136.6669,28.6047,-28.6047,,0.88,0.91,0.28,-0.28,12.6,189.469,1.557,-1.533,2
WASP-68 b,WASP-68,2,0,Transit,2014,SuperWASP,5.0843,0.000015,-0.000015,0.06206,14.796,1.569,-1.569,1.32,343.2564,79.4575,-79.4575,G0,1.79,1.49,0.53,-0.53,5.7,226.399,1.621,-1.599,0
WASP-69 b,WASP-69,1,0,Transit,2014,SuperWASP,3.86814,0.000002,-0.000002,0.04525,12.442,0.448,-0.448,1.11,92.1707,9.5349,-9.5349,K5,0.86,0.98,0.14,-0.14,7,49.9605,0.132,-0.1313,0
WASP-7 b,WASP-7,1,0,Transit,2008,SuperWASP,4.9546416,0.0000035,-0.0000035,0.0617,14.908,1.042,-1.042,1.33,305.1168,41.3179,-41.3179,,1.43,1.28,0.07,-0.07,2.4,162.303,1.296,-1.276,0
WASP-70 A b,WASP-70 A,2,0,Transit,2014,SuperWASP,3.7130203,0.0000047,-0.0000047,0.04853,13.047,0.818,-1.143,1.164,187.512,6.992,-6.992,G4,1.22,1.11,0.04,-0.04,9.5,222.355,2.888,-2.816,0
WASP-71 b,WASP-71,1,0,Transit,2012,SuperWASP,2.90367,0.000007,-0.000007,0.04622,13.227,1.345,-1.345,1.18,441.7837,104.8839,-104.8839,F8,1.82,0.76,0.27,-0.27,3,362.715,6.98,-6.725,0
WASP-72 b,WASP-72,1,0,Transit,2012,SuperWASP,2.21673,0.000002,-0.000002,0.03711,14.46,2.018,-2.018,1.29,731.009,222.481,-222.481,F7,2.18,2.78,1.28,-1.28,3.2,434.754,8.537,-8.221,0
WASP-73 b,WASP-73,1,0,Transit,2014,SuperWASP,4.08722,0.00022,-0.00022,0.05512,15.917,2.466,-2.466,1.42,908.9938,292.4036,-292.4036,F9,2.55,2.52,1.22,-1.22,4.3,316.678,2.993,-2.938,0
WASP-74 b,WASP-74,1,0,Transit,2015,SuperWASP,2.13775,0.000001,-0.000001,0.03443,15.244,1.121,-1.121,1.36,228.8376,38.1396,-38.1396,F9,1.42,0.98,0.24,-0.24,3.7,149.216,1.149,-1.132,0
WASP-75 b,WASP-75,2,0,Transit,2013,SuperWASP,2.484193,0.000003,-0.000003,0.0375,14.235,0.538,-0.538,1.27,340.06,15.89,-15.89,F9,1.26,1.14,0.07,-0.07,3.5,294.001,4.412,-4.286,0
WASP-76 b,WASP-76,2,0,Transit,2016,SuperWASP,1.809886,0.000001,-0.000001,0.033,20.512,0.673,-0.448,1.83,292.4036,9.5349,-9.5349,F7,1.73,1.46,0.07,-0.07,5.3,194.459,6.206,-5.839,25
WASP-77 A b,WASP-77 A,2,0,Transit,2012,SuperWASP,1.36003,0.000002,-0.000002,0.02405,15.468,1.009,-1.009,1.38,727.8307,104.8839,-104.8839,G8 V,1.09,1.49,0.32,-0.32,1,105.166,1.209,-1.182,0
WASP-78 b,WASP-78,1,0,Transit,2012,SuperWASP,2.17518,0.000005,-0.000005,0.03488,21.633,5.044,-5.044,1.93,352.7913,171.6282,-171.6282,,2.46,1.87,1.36,-1.36,2.8,754.258,17.102,-16.373,0
WASP-79 b,WASP-79,1,0,Transit,2012,SuperWASP,3.66238,0.000005,-0.000005,0.0519,18.719,1.681,-1.681,1.67,270.1555,57.2094,-57.2094,,1.6,1.43,0.43,-0.43,1.4,246.69,1.82,-1.794,0
WASP-8 b,WASP-8,2,0,Transit,2010,SuperWASP,8.15872,0.000015,-0.000015,0.0801,12.666,0.56,-0.56,1.13,807.2882,104.8839,-104.8839,G8 V,1.03,1.34,0.26,-0.26,4,89.9606,0.3648,-0.3618,3
WASP-8 c,WASP-8,2,0,Radial Velocity,2013,SuperWASP,4323,740,-380,5.28,12.5,,,1.12,3003.37,718.27,-330.53,G8 V,0.99,1.04,0.08,-0.08,4,89.9606,0.3648,-0.3618,0
WASP-80 b,WASP-80,1,0,Transit,2012,SuperWASP,3.06785234,0.00000083,-0.00000079,0.0344,11.198,0.336,-0.347,0.999,170.99254,11.12405,-11.44188,K7-M0 V,0.59,0.58,0.05,-0.05,7,49.7876,0.11605,-0.11605,2
WASP-81 b,WASP-81,1,0,Transit,2017,Multiple Facilities,2.7164762,0.0000023,-0.0000023,0.03908,16.018,0.572,-0.516,1.429,231.69807,11.44188,-11.12405,,1.28,1.08,0.06,-0.06,,398.505,7.132,-6.889,0
